Date received,Product,Sub-product,Issue,Sub-issue,Consumer complaint narrative,word_count
2025-01-09,Credit card,,Interest rate,,this is a sample complaint narrative about interest issues. this is a sample complaint narrative about interest issues. this is a sample complaint narrative about interest issues.,27
2025-01-10,Credit card,,Interest rate,,this is a sample complaint narrative about service issues. this is a sample complaint narrative about service issues. this is a sample complaint narrative about service issues. this is a sample complaint narrative about service issues.,36
2025-01-11,Money transfers,,Interest rate,,this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues.,27
2025-01-12,Money transfers,,Billing dispute,,this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues.,36
2025-01-13,Credit card,,Account opening,,this is a sample complaint narrative about interest issues. this is a sample complaint narrative about interest issues. this is a sample complaint narrative about interest issues. this is a sample complaint narrative about interest issues.,36
2025-01-14,Personal loan,,Interest rate,,this is a sample complaint narrative about billing issues. this is a sample complaint narrative about billing issues.,18
2025-01-15,Credit card,,Billing dispute,,this is a sample complaint narrative about service issues. this is a sample complaint narrative about service issues. this is a sample complaint narrative about service issues. this is a sample complaint narrative about service issues.,36
2025-01-16,Credit card,,Billing dispute,,this is a sample complaint narrative about interest issues. this is a sample complaint narrative about interest issues. this is a sample complaint narrative about interest issues. this is a sample complaint narrative about interest issues.,36
2025-01-17,Money transfers,,Account opening,,this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues.,18
2025-01-18,Credit card,,Account opening,,this is a sample complaint narrative about billing issues.,9
2025-01-19,Money transfers,,Account opening,,this is a sample complaint narrative about interest issues. this is a sample complaint narrative about interest issues. this is a sample complaint narrative about interest issues. this is a sample complaint narrative about interest issues.,36
2025-01-20,Personal loan,,Interest rate,,this is a sample complaint narrative about service issues. this is a sample complaint narrative about service issues. this is a sample complaint narrative about service issues.,27
2025-01-21,Money transfers,,Billing dispute,,this is a sample complaint narrative about interest issues.,9
2025-01-22,Personal loan,,Billing dispute,,this is a sample complaint narrative about service issues. this is a sample complaint narrative about service issues. this is a sample complaint narrative about service issues.,27
2025-01-23,Credit card,,Transfer issues,,this is a sample complaint narrative about billing issues.,9
2025-01-24,Money transfers,,Transfer issues,,this is a sample complaint narrative about billing issues.,9
2025-01-25,Money transfers,,Interest rate,,this is a sample complaint narrative about interest issues. this is a sample complaint narrative about interest issues. this is a sample complaint narrative about interest issues. this is a sample complaint narrative about interest issues.,36
2025-01-26,Credit card,,Account opening,,this is a sample complaint narrative about interest issues. this is a sample complaint narrative about interest issues.,18
2025-01-27,Credit card,,Transfer issues,,this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues.,18
2025-01-28,Money transfers,,Interest rate,,this is a sample complaint narrative about service issues. this is a sample complaint narrative about service issues.,18
2025-01-29,Money transfers,,Billing dispute,,this is a sample complaint narrative about interest issues. this is a sample complaint narrative about interest issues.,18
2025-01-30,Savings account,,Interest rate,,this is a sample complaint narrative about service issues.,9
2025-01-31,Personal loan,,Transfer issues,,this is a sample complaint narrative about billing issues. this is a sample complaint narrative about billing issues. this is a sample complaint narrative about billing issues. this is a sample complaint narrative about billing issues.,36
2025-02-01,Credit card,,Transfer issues,,this is a sample complaint narrative about billing issues. this is a sample complaint narrative about billing issues.,18
2025-02-02,Savings account,,Account opening,,this is a sample complaint narrative about fees issues.,9
2025-02-03,Personal loan,,Interest rate,,this is a sample complaint narrative about billing issues. this is a sample complaint narrative about billing issues. this is a sample complaint narrative about billing issues. this is a sample complaint narrative about billing issues.,36
2025-02-04,Money transfers,,Transfer issues,,this is a sample complaint narrative about billing issues. this is a sample complaint narrative about billing issues. this is a sample complaint narrative about billing issues.,27
2025-02-05,Credit card,,Account opening,,this is a sample complaint narrative about service issues.,9
2025-02-06,Money transfers,,Billing dispute,,this is a sample complaint narrative about fees issues.,9
2025-02-07,Savings account,,Interest rate,,this is a sample complaint narrative about interest issues. this is a sample complaint narrative about interest issues. this is a sample complaint narrative about interest issues.,27
2025-02-08,Savings account,,Account opening,,this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues.,27
2025-02-09,Credit card,,Transfer issues,,this is a sample complaint narrative about service issues. this is a sample complaint narrative about service issues. this is a sample complaint narrative about service issues. this is a sample complaint narrative about service issues.,36
2025-02-10,Money transfers,,Account opening,,this is a sample complaint narrative about billing issues. this is a sample complaint narrative about billing issues. this is a sample complaint narrative about billing issues.,27
2025-02-11,Savings account,,Billing dispute,,this is a sample complaint narrative about interest issues. this is a sample complaint narrative about interest issues. this is a sample complaint narrative about interest issues.,27
2025-02-12,Personal loan,,Transfer issues,,this is a sample complaint narrative about fees issues.,9
2025-02-13,Credit card,,Interest rate,,this is a sample complaint narrative about interest issues.,9
2025-02-14,Credit card,,Interest rate,,this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues.,36
2025-02-15,Personal loan,,Account opening,,this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues.,27
2025-02-16,Personal loan,,Interest rate,,this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues.,27
2025-02-17,Money transfers,,Interest rate,,this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues.,18
2025-02-18,Savings account,,Interest rate,,this is a sample complaint narrative about service issues. this is a sample complaint narrative about service issues. this is a sample complaint narrative about service issues.,27
2025-02-19,Personal loan,,Transfer issues,,this is a sample complaint narrative about service issues. this is a sample complaint narrative about service issues.,18
2025-02-20,Credit card,,Billing dispute,,this is a sample complaint narrative about service issues.,9
2025-02-21,Money transfers,,Transfer issues,,this is a sample complaint narrative about interest issues. this is a sample complaint narrative about interest issues. this is a sample complaint narrative about interest issues.,27
2025-02-22,Money transfers,,Account opening,,this is a sample complaint narrative about fees issues.,9
2025-02-23,Savings account,,Transfer issues,,this is a sample complaint narrative about interest issues.,9
2025-02-24,Savings account,,Billing dispute,,this is a sample complaint narrative about billing issues. this is a sample complaint narrative about billing issues. this is a sample complaint narrative about billing issues. this is a sample complaint narrative about billing issues.,36
2025-02-25,Personal loan,,Interest rate,,this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues.,18
2025-02-26,Personal loan,,Interest rate,,this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues.,18
2025-02-27,Credit card,,Transfer issues,,this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues.,27
2025-02-28,Personal loan,,Interest rate,,this is a sample complaint narrative about billing issues. this is a sample complaint narrative about billing issues. this is a sample complaint narrative about billing issues.,27
2025-03-01,Personal loan,,Transfer issues,,this is a sample complaint narrative about interest issues.,9
2025-03-02,Personal loan,,Billing dispute,,this is a sample complaint narrative about service issues. this is a sample complaint narrative about service issues. this is a sample complaint narrative about service issues. this is a sample complaint narrative about service issues.,36
2025-03-03,Credit card,,Interest rate,,this is a sample complaint narrative about fees issues.,9
2025-03-04,Credit card,,Account opening,,this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues.,27
2025-03-05,Money transfers,,Billing dispute,,this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues.,36
2025-03-06,Savings account,,Billing dispute,,this is a sample complaint narrative about billing issues. this is a sample complaint narrative about billing issues. this is a sample complaint narrative about billing issues.,27
2025-03-07,Money transfers,,Billing dispute,,this is a sample complaint narrative about service issues. this is a sample complaint narrative about service issues. this is a sample complaint narrative about service issues. this is a sample complaint narrative about service issues.,36
2025-03-08,Money transfers,,Account opening,,this is a sample complaint narrative about billing issues. this is a sample complaint narrative about billing issues.,18
2025-03-09,Personal loan,,Billing dispute,,this is a sample complaint narrative about billing issues.,9
2025-03-10,Personal loan,,Interest rate,,this is a sample complaint narrative about interest issues.,9
2025-03-11,Personal loan,,Billing dispute,,this is a sample complaint narrative about interest issues.,9
2025-03-12,Savings account,,Account opening,,this is a sample complaint narrative about service issues. this is a sample complaint narrative about service issues.,18
2025-03-13,Credit card,,Interest rate,,this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues.,18
2025-03-14,Personal loan,,Billing dispute,,this is a sample complaint narrative about service issues. this is a sample complaint narrative about service issues. this is a sample complaint narrative about service issues.,27
2025-03-15,Money transfers,,Interest rate,,this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues.,27
2025-03-16,Personal loan,,Billing dispute,,this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues.,27
2025-03-17,Credit card,,Interest rate,,this is a sample complaint narrative about interest issues. this is a sample complaint narrative about interest issues. this is a sample complaint narrative about interest issues. this is a sample complaint narrative about interest issues.,36
2025-03-18,Savings account,,Account opening,,this is a sample complaint narrative about interest issues. this is a sample complaint narrative about interest issues.,18
2025-03-19,Money transfers,,Billing dispute,,this is a sample complaint narrative about billing issues.,9
2025-03-20,Savings account,,Interest rate,,this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues.,18
2025-03-21,Savings account,,Account opening,,this is a sample complaint narrative about service issues. this is a sample complaint narrative about service issues.,18
2025-03-22,Personal loan,,Interest rate,,this is a sample complaint narrative about fees issues.,9
2025-03-23,Credit card,,Interest rate,,this is a sample complaint narrative about service issues. this is a sample complaint narrative about service issues.,18
2025-03-24,Money transfers,,Interest rate,,this is a sample complaint narrative about interest issues. this is a sample complaint narrative about interest issues. this is a sample complaint narrative about interest issues.,27
2025-03-25,Credit card,,Interest rate,,this is a sample complaint narrative about billing issues. this is a sample complaint narrative about billing issues.,18
2025-03-26,Credit card,,Transfer issues,,this is a sample complaint narrative about interest issues. this is a sample complaint narrative about interest issues. this is a sample complaint narrative about interest issues. this is a sample complaint narrative about interest issues.,36
2025-03-27,Personal loan,,Account opening,,this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues.,36
2025-03-28,Savings account,,Transfer issues,,this is a sample complaint narrative about service issues.,9
2025-03-29,Credit card,,Transfer issues,,this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues.,18
2025-03-30,Credit card,,Account opening,,this is a sample complaint narrative about service issues. this is a sample complaint narrative about service issues. this is a sample complaint narrative about service issues. this is a sample complaint narrative about service issues.,36
2025-03-31,Savings account,,Billing dispute,,this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues.,27
2025-04-01,Money transfers,,Account opening,,this is a sample complaint narrative about interest issues. this is a sample complaint narrative about interest issues.,18
2025-04-02,Credit card,,Account opening,,this is a sample complaint narrative about service issues.,9
2025-04-03,Savings account,,Billing dispute,,this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues.,18
2025-04-04,Savings account,,Interest rate,,this is a sample complaint narrative about billing issues. this is a sample complaint narrative about billing issues.,18
2025-04-05,Savings account,,Transfer issues,,this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues.,36
2025-04-06,Credit card,,Account opening,,this is a sample complaint narrative about billing issues. this is a sample complaint narrative about billing issues.,18
2025-04-07,Credit card,,Account opening,,this is a sample complaint narrative about service issues. this is a sample complaint narrative about service issues. this is a sample complaint narrative about service issues.,27
2025-04-08,Savings account,,Interest rate,,this is a sample complaint narrative about service issues. this is a sample complaint narrative about service issues. this is a sample complaint narrative about service issues.,27
2025-04-09,Credit card,,Transfer issues,,this is a sample complaint narrative about service issues. this is a sample complaint narrative about service issues. this is a sample complaint narrative about service issues. this is a sample complaint narrative about service issues.,36
2025-04-10,Savings account,,Transfer issues,,this is a sample complaint narrative about service issues. this is a sample complaint narrative about service issues. this is a sample complaint narrative about service issues. this is a sample complaint narrative about service issues.,36
2025-04-11,Money transfers,,Billing dispute,,this is a sample complaint narrative about billing issues. this is a sample complaint narrative about billing issues.,18
2025-04-12,Personal loan,,Transfer issues,,this is a sample complaint narrative about billing issues. this is a sample complaint narrative about billing issues.,18
2025-04-13,Credit card,,Transfer issues,,this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues.,18
2025-04-14,Personal loan,,Account opening,,this is a sample complaint narrative about interest issues. this is a sample complaint narrative about interest issues. this is a sample complaint narrative about interest issues. this is a sample complaint narrative about interest issues.,36
2025-04-15,Personal loan,,Account opening,,this is a sample complaint narrative about interest issues.,9
2025-04-16,Credit card,,Transfer issues,,this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues.,27
2025-04-17,Personal loan,,Account opening,,this is a sample complaint narrative about interest issues. this is a sample complaint narrative about interest issues. this is a sample complaint narrative about interest issues. this is a sample complaint narrative about interest issues.,36
2025-04-18,Money transfers,,Account opening,,this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues.,27
2025-04-19,Savings account,,Transfer issues,,this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues.,36
2025-04-20,Savings account,,Interest rate,,this is a sample complaint narrative about billing issues. this is a sample complaint narrative about billing issues. this is a sample complaint narrative about billing issues.,27
2025-04-21,Savings account,,Account opening,,this is a sample complaint narrative about interest issues.,9
2025-04-22,Money transfers,,Transfer issues,,this is a sample complaint narrative about service issues. this is a sample complaint narrative about service issues. this is a sample complaint narrative about service issues. this is a sample complaint narrative about service issues.,36
2025-04-23,Credit card,,Billing dispute,,this is a sample complaint narrative about service issues.,9
2025-04-24,Credit card,,Account opening,,this is a sample complaint narrative about billing issues. this is a sample complaint narrative about billing issues. this is a sample complaint narrative about billing issues.,27
2025-04-25,Money transfers,,Account opening,,this is a sample complaint narrative about billing issues. this is a sample complaint narrative about billing issues. this is a sample complaint narrative about billing issues. this is a sample complaint narrative about billing issues.,36
2025-04-26,Personal loan,,Transfer issues,,this is a sample complaint narrative about billing issues. this is a sample complaint narrative about billing issues. this is a sample complaint narrative about billing issues. this is a sample complaint narrative about billing issues.,36
2025-04-27,Savings account,,Account opening,,this is a sample complaint narrative about service issues.,9
2025-04-28,Credit card,,Account opening,,this is a sample complaint narrative about service issues. this is a sample complaint narrative about service issues. this is a sample complaint narrative about service issues.,27
2025-04-29,Savings account,,Interest rate,,this is a sample complaint narrative about service issues. this is a sample complaint narrative about service issues.,18
2025-04-30,Personal loan,,Account opening,,this is a sample complaint narrative about interest issues.,9
2025-05-01,Personal loan,,Account opening,,this is a sample complaint narrative about service issues. this is a sample complaint narrative about service issues. this is a sample complaint narrative about service issues.,27
2025-05-02,Personal loan,,Billing dispute,,this is a sample complaint narrative about service issues. this is a sample complaint narrative about service issues. this is a sample complaint narrative about service issues. this is a sample complaint narrative about service issues.,36
2025-05-03,Personal loan,,Interest rate,,this is a sample complaint narrative about billing issues.,9
2025-05-04,Savings account,,Billing dispute,,this is a sample complaint narrative about service issues.,9
2025-05-05,Credit card,,Account opening,,this is a sample complaint narrative about service issues. this is a sample complaint narrative about service issues. this is a sample complaint narrative about service issues. this is a sample complaint narrative about service issues.,36
2025-05-06,Credit card,,Billing dispute,,this is a sample complaint narrative about fees issues.,9
2025-05-07,Credit card,,Billing dispute,,this is a sample complaint narrative about service issues.,9
2025-05-08,Savings account,,Transfer issues,,this is a sample complaint narrative about service issues.,9
2025-05-09,Personal loan,,Interest rate,,this is a sample complaint narrative about billing issues.,9
2025-05-10,Credit card,,Transfer issues,,this is a sample complaint narrative about service issues. this is a sample complaint narrative about service issues. this is a sample complaint narrative about service issues. this is a sample complaint narrative about service issues.,36
2025-05-11,Savings account,,Billing dispute,,this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues.,36
2025-05-12,Credit card,,Interest rate,,this is a sample complaint narrative about interest issues. this is a sample complaint narrative about interest issues. this is a sample complaint narrative about interest issues. this is a sample complaint narrative about interest issues.,36
2025-05-13,Credit card,,Billing dispute,,this is a sample complaint narrative about fees issues.,9
2025-05-14,Personal loan,,Interest rate,,this is a sample complaint narrative about service issues.,9
2025-05-15,Money transfers,,Transfer issues,,this is a sample complaint narrative about billing issues.,9
2025-05-16,Savings account,,Transfer issues,,this is a sample complaint narrative about service issues. this is a sample complaint narrative about service issues. this is a sample complaint narrative about service issues. this is a sample complaint narrative about service issues.,36
2025-05-17,Savings account,,Billing dispute,,this is a sample complaint narrative about interest issues.,9
2025-05-18,Savings account,,Account opening,,this is a sample complaint narrative about fees issues.,9
2025-05-19,Savings account,,Billing dispute,,this is a sample complaint narrative about billing issues. this is a sample complaint narrative about billing issues.,18
2025-05-20,Personal loan,,Transfer issues,,this is a sample complaint narrative about billing issues. this is a sample complaint narrative about billing issues. this is a sample complaint narrative about billing issues. this is a sample complaint narrative about billing issues.,36
2025-05-21,Savings account,,Account opening,,this is a sample complaint narrative about billing issues. this is a sample complaint narrative about billing issues. this is a sample complaint narrative about billing issues. this is a sample complaint narrative about billing issues.,36
2025-05-22,Money transfers,,Interest rate,,this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues.,27
2025-05-23,Money transfers,,Interest rate,,this is a sample complaint narrative about billing issues. this is a sample complaint narrative about billing issues.,18
2025-05-24,Credit card,,Billing dispute,,this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues.,36
2025-05-25,Credit card,,Interest rate,,this is a sample complaint narrative about billing issues. this is a sample complaint narrative about billing issues. this is a sample complaint narrative about billing issues. this is a sample complaint narrative about billing issues.,36
2025-05-26,Credit card,,Interest rate,,this is a sample complaint narrative about service issues. this is a sample complaint narrative about service issues.,18
2025-05-27,Savings account,,Interest rate,,this is a sample complaint narrative about billing issues. this is a sample complaint narrative about billing issues. this is a sample complaint narrative about billing issues. this is a sample complaint narrative about billing issues.,36
2025-05-28,Credit card,,Account opening,,this is a sample complaint narrative about interest issues.,9
2025-05-29,Savings account,,Account opening,,this is a sample complaint narrative about service issues.,9
2025-05-30,Savings account,,Billing dispute,,this is a sample complaint narrative about billing issues. this is a sample complaint narrative about billing issues.,18
2025-05-31,Money transfers,,Billing dispute,,this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues.,27
2025-06-01,Personal loan,,Account opening,,this is a sample complaint narrative about billing issues.,9
2025-06-02,Savings account,,Transfer issues,,this is a sample complaint narrative about interest issues. this is a sample complaint narrative about interest issues.,18
2025-06-03,Credit card,,Interest rate,,this is a sample complaint narrative about service issues. this is a sample complaint narrative about service issues.,18
2025-06-04,Personal loan,,Account opening,,this is a sample complaint narrative about fees issues.,9
2025-06-05,Personal loan,,Billing dispute,,this is a sample complaint narrative about service issues. this is a sample complaint narrative about service issues.,18
2025-06-06,Savings account,,Interest rate,,this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues.,18
2025-06-07,Personal loan,,Billing dispute,,this is a sample complaint narrative about service issues.,9
2025-06-08,Money transfers,,Interest rate,,this is a sample complaint narrative about service issues. this is a sample complaint narrative about service issues.,18
2025-06-09,Money transfers,,Transfer issues,,this is a sample complaint narrative about billing issues.,9
2025-06-10,Savings account,,Billing dispute,,this is a sample complaint narrative about interest issues. this is a sample complaint narrative about interest issues.,18
2025-06-11,Credit card,,Interest rate,,this is a sample complaint narrative about service issues.,9
2025-06-12,Savings account,,Interest rate,,this is a sample complaint narrative about billing issues. this is a sample complaint narrative about billing issues. this is a sample complaint narrative about billing issues. this is a sample complaint narrative about billing issues.,36
2025-06-13,Money transfers,,Account opening,,this is a sample complaint narrative about interest issues. this is a sample complaint narrative about interest issues. this is a sample complaint narrative about interest issues. this is a sample complaint narrative about interest issues.,36
2025-06-14,Money transfers,,Interest rate,,this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues.,36
2025-06-15,Credit card,,Transfer issues,,this is a sample complaint narrative about billing issues.,9
2025-06-16,Personal loan,,Interest rate,,this is a sample complaint narrative about billing issues. this is a sample complaint narrative about billing issues.,18
2025-06-17,Personal loan,,Account opening,,this is a sample complaint narrative about interest issues. this is a sample complaint narrative about interest issues. this is a sample complaint narrative about interest issues. this is a sample complaint narrative about interest issues.,36
2025-06-18,Money transfers,,Interest rate,,this is a sample complaint narrative about service issues. this is a sample complaint narrative about service issues.,18
2025-06-19,Money transfers,,Transfer issues,,this is a sample complaint narrative about fees issues.,9
2025-06-20,Credit card,,Interest rate,,this is a sample complaint narrative about billing issues. this is a sample complaint narrative about billing issues. this is a sample complaint narrative about billing issues. this is a sample complaint narrative about billing issues.,36
2025-06-21,Credit card,,Interest rate,,this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues.,18
2025-06-22,Money transfers,,Transfer issues,,this is a sample complaint narrative about service issues.,9
2025-06-23,Credit card,,Billing dispute,,this is a sample complaint narrative about service issues.,9
2025-06-24,Savings account,,Billing dispute,,this is a sample complaint narrative about interest issues. this is a sample complaint narrative about interest issues.,18
2025-06-25,Money transfers,,Billing dispute,,this is a sample complaint narrative about fees issues.,9
2025-06-26,Personal loan,,Billing dispute,,this is a sample complaint narrative about billing issues. this is a sample complaint narrative about billing issues. this is a sample complaint narrative about billing issues.,27
2025-06-27,Personal loan,,Interest rate,,this is a sample complaint narrative about service issues. this is a sample complaint narrative about service issues. this is a sample complaint narrative about service issues.,27
2025-06-28,Personal loan,,Billing dispute,,this is a sample complaint narrative about service issues. this is a sample complaint narrative about service issues. this is a sample complaint narrative about service issues.,27
2025-06-29,Personal loan,,Account opening,,this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues.,18
2025-06-30,Savings account,,Transfer issues,,this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues.,18
2025-07-01,Personal loan,,Account opening,,this is a sample complaint narrative about interest issues. this is a sample complaint narrative about interest issues. this is a sample complaint narrative about interest issues.,27
2025-07-02,Savings account,,Account opening,,this is a sample complaint narrative about billing issues.,9
2025-07-03,Personal loan,,Transfer issues,,this is a sample complaint narrative about interest issues. this is a sample complaint narrative about interest issues. this is a sample complaint narrative about interest issues. this is a sample complaint narrative about interest issues.,36
2025-07-04,Personal loan,,Account opening,,this is a sample complaint narrative about interest issues.,9
2025-07-05,Savings account,,Interest rate,,this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues.,27
2025-07-06,Money transfers,,Billing dispute,,this is a sample complaint narrative about interest issues. this is a sample complaint narrative about interest issues. this is a sample complaint narrative about interest issues.,27
2025-07-07,Money transfers,,Billing dispute,,this is a sample complaint narrative about service issues.,9
2025-07-08,Credit card,,Transfer issues,,this is a sample complaint narrative about billing issues. this is a sample complaint narrative about billing issues. this is a sample complaint narrative about billing issues. this is a sample complaint narrative about billing issues.,36
2025-07-09,Savings account,,Transfer issues,,this is a sample complaint narrative about interest issues. this is a sample complaint narrative about interest issues. this is a sample complaint narrative about interest issues.,27
2025-07-10,Savings account,,Account opening,,this is a sample complaint narrative about interest issues. this is a sample complaint narrative about interest issues.,18
2025-07-11,Personal loan,,Transfer issues,,this is a sample complaint narrative about service issues.,9
2025-07-12,Credit card,,Account opening,,this is a sample complaint narrative about billing issues. this is a sample complaint narrative about billing issues. this is a sample complaint narrative about billing issues.,27
2025-07-13,Savings account,,Transfer issues,,this is a sample complaint narrative about interest issues.,9
2025-07-14,Savings account,,Billing dispute,,this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues.,36
2025-07-15,Savings account,,Transfer issues,,this is a sample complaint narrative about interest issues. this is a sample complaint narrative about interest issues.,18
2025-07-16,Money transfers,,Transfer issues,,this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues.,18
2025-07-17,Credit card,,Billing dispute,,this is a sample complaint narrative about interest issues.,9
2025-07-18,Savings account,,Account opening,,this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues.,18
2025-07-19,Credit card,,Interest rate,,this is a sample complaint narrative about service issues. this is a sample complaint narrative about service issues. this is a sample complaint narrative about service issues.,27
2025-07-20,Credit card,,Account opening,,this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues.,27
2025-07-21,Personal loan,,Account opening,,this is a sample complaint narrative about service issues. this is a sample complaint narrative about service issues. this is a sample complaint narrative about service issues. this is a sample complaint narrative about service issues.,36
2025-07-22,Money transfers,,Account opening,,this is a sample complaint narrative about service issues.,9
2025-07-23,Credit card,,Transfer issues,,this is a sample complaint narrative about interest issues. this is a sample complaint narrative about interest issues.,18
2025-07-24,Personal loan,,Transfer issues,,this is a sample complaint narrative about billing issues.,9
2025-07-25,Money transfers,,Account opening,,this is a sample complaint narrative about billing issues. this is a sample complaint narrative about billing issues.,18
2025-07-26,Personal loan,,Account opening,,this is a sample complaint narrative about service issues. this is a sample complaint narrative about service issues. this is a sample complaint narrative about service issues.,27
2025-07-27,Credit card,,Transfer issues,,this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues.,27
2025-07-28,Credit card,,Transfer issues,,this is a sample complaint narrative about billing issues.,9
2025-07-29,Savings account,,Account opening,,this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues.,36
2025-07-30,Savings account,,Interest rate,,this is a sample complaint narrative about billing issues. this is a sample complaint narrative about billing issues.,18
2025-07-31,Money transfers,,Transfer issues,,this is a sample complaint narrative about billing issues. this is a sample complaint narrative about billing issues. this is a sample complaint narrative about billing issues.,27
2025-08-01,Personal loan,,Interest rate,,this is a sample complaint narrative about service issues. this is a sample complaint narrative about service issues. this is a sample complaint narrative about service issues.,27
2025-08-02,Credit card,,Transfer issues,,this is a sample complaint narrative about billing issues.,9
2025-08-03,Personal loan,,Billing dispute,,this is a sample complaint narrative about service issues.,9
2025-08-04,Savings account,,Interest rate,,this is a sample complaint narrative about fees issues.,9
2025-08-05,Personal loan,,Transfer issues,,this is a sample complaint narrative about billing issues. this is a sample complaint narrative about billing issues. this is a sample complaint narrative about billing issues.,27
2025-08-06,Money transfers,,Account opening,,this is a sample complaint narrative about billing issues.,9
2025-08-07,Money transfers,,Account opening,,this is a sample complaint narrative about billing issues.,9
2025-08-08,Credit card,,Transfer issues,,this is a sample complaint narrative about fees issues.,9
2025-08-09,Savings account,,Account opening,,this is a sample complaint narrative about service issues. this is a sample complaint narrative about service issues.,18
2025-08-10,Credit card,,Transfer issues,,this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues.,18
2025-08-11,Credit card,,Transfer issues,,this is a sample complaint narrative about billing issues. this is a sample complaint narrative about billing issues. this is a sample complaint narrative about billing issues.,27
2025-08-12,Savings account,,Interest rate,,this is a sample complaint narrative about fees issues.,9
2025-08-13,Personal loan,,Billing dispute,,this is a sample complaint narrative about interest issues. this is a sample complaint narrative about interest issues. this is a sample complaint narrative about interest issues. this is a sample complaint narrative about interest issues.,36
2025-08-14,Money transfers,,Billing dispute,,this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues.,18
2025-08-15,Savings account,,Interest rate,,this is a sample complaint narrative about fees issues. this is a sample complaint narrative about fees issues.,18
2025-08-16,Credit card,,Interest rate,,this is a sample complaint narrative about fees issues.,9
